gen,sp,filename
Sylvia,nisoria,XC417613-Sperbergrasmücke.wav
Sylvia,nisoria,XC371608-20170523 Barred Warbler.wav
Sylvia,nisoria,XC371610-20170523 S. nisoria 2.wav
Sylvia,nisoria,XC262827-SperberGM 1_.wav
Sylvia,nisoria,XC371600-20170519 Sylvia nisoria.wav
Sylvia,nisoria,XC319227-Sperbergrasmücke 28.05.16 Schneverdingen.wav
Sylvia,nisoria,XC287596-Sperbergrasmücke_Gesang_Oie_20150608_11.wav
Sylvia,nisoria,XC320458-sperberg1417.wav
Sylvia,atricapilla,XC491913-Sylvia atricapilla_2019.07.08_07.48_01.wav
Sylvia,atricapilla,XC315432-mönch0655.wav
Sylvia,atricapilla,XC366483-Mönchsgrasmücke3.wav
Sylvia,atricapilla,XC382420-555283_300-07´yy mp3.wav
Sylvia,atricapilla,XC490953-555500-2b-ö-06 mü3.wav
Sylvia,atricapilla,XC383609-555288_000-01´ mp3.wav
Sylvia,atricapilla,XC213741-4675-492-1smo-294mut mp3(136kBits).wav
Sylvia,atricapilla,XC491736-2019.07.07_06.20_01.wav
Sylvia,atricapilla,XC134086-MoenchBesRuesdMoor17-5-13_9-08.wav
Sylvia,atricapilla,XC413809-mönchsgr0500.wav
Sylvia,atricapilla,XC488851-190602_0086Wav-01a-01 mp3.wav
Sylvia,atricapilla,XC172463-120507MgmWalheimerMotiv.wav
Sylvia,atricapilla,XC376737-Mönchsgrasmücke6-bearbeitet.wav
Sylvia,atricapilla,XC417834-Toutinegra-de-barrete-preto_(Sylvia_atricapilla)_song_2018.05.14_07.41_01_Konigstuhl_Heidelberg.wav
Sylvia,atricapilla,XC536836-sankC002-Ü--01Wav--12.wav
Sylvia,atricapilla,XC177863-LS_30221x mp3.wav
Sylvia,atricapilla,XC143466-4210aü mp3.wav
Sylvia,atricapilla,XC146567-mönchalarm.wav
Sylvia,atricapilla,Moenchsgrasmuecke-ViernheimerH-2011-04-03-09Uhr55.wav
Sylvia,atricapilla,XC186628-Small Moench.wav
Sylvia,atricapilla,XC417978-Sylvia atricapilla.wav
Sylvia,atricapilla,moenchsgr.wav
Sylvia,atricapilla,XC255218-30821_065-04riµ mp3.wav
Sylvia,atricapilla,XC330177-1414_172-01hipan mp3(320 kBitsgeän.).wav
Sylvia,atricapilla,XC256255-30819_062-02riµ mp3.wav
Sylvia,atricapilla,XC430623-170615MönchsgrasmückeLeiernGesangFH 1505.wav
Sylvia,atricapilla,XC543902-200410_08MFXC.wav
Sylvia,atricapilla,XC370574-170513MönchsgrasmückeGesangAberrantIntroFH3 1404.wav
Sylvia,atricapilla,XC402397-170505MönchsgrasmückeGesangFH 1551.wav
Sylvia,atricapilla,XC329844-1362_127-04hipan mp3(192 kBits).wav
Sylvia,atricapilla,XC185943-30313_299 - 1x mp3-128kBits.wav
Sylvia,atricapilla,XC282982-LS_30174-4x mp3.wav
Sylvia,atricapilla,XC531425-REC003-Ü-02bkurWav-08.wav
Sylvia,atricapilla,XC603308-19960421-Tape1_021_HP500Hz24dB_NR12dB_Sylvia_atricapillamp3.wav
Sylvia,atricapilla,XC192928-30409 x mp3.wav
Sylvia,atricapilla,XC183617-30281_409  -  1 x mp3.wav
Sylvia,atricapilla,XC580204-mönchsgeas0613.wav
Sylvia,atricapilla,XC543701-200406 Mönchsgrasmücke Gesang FH 1608.wav
Sylvia,atricapilla,"XC464024-Mönchsgrasmücke, erste  29.03.2019  Moorwäldchen, Oberh. 17_03   VOC_190329-7304.wav"
Sylvia,atricapilla,XC315883-atricapplii.wav
Sylvia,atricapilla,696 mp3(256kB).wav
Sylvia,atricapilla,695 mp3(128kB).wav
Sylvia,atricapilla,XC184363-140623MgmFH3bEdit.wav
Sylvia,atricapilla,XC344639-PFR03161_2-11_070624_BIO_ebcap-atricapilla-1-ABR-S_d_sn_benkenteich_MON.wav
Sylvia,atricapilla,XC177861-LS_30219x mp3.wav
Sylvia,atricapilla,XC192956-30436 - 1 x mp3.wav
Sylvia,atricapilla,XC334067-160530MönchsgrasmückeGesangFH3edit.wav
Sylvia,atricapilla,XC192923-30406 x mp3.wav
Sylvia,atricapilla,MoenchBerl61-26-5-12_7-50.wav
Sylvia,atricapilla,XC369938-Mönch-Trauerschnäpperimi-verstärkt.wav
Sylvia,atricapilla,XC480816-xc-wa006316-000001.wav
Sylvia,atricapilla,XC246622-30770_000-06riµ mp3.wav
Sylvia,atricapilla,XC180115-Blackcap_20140529_052357_prepared.wav
Sylvia,atricapilla,XC195948-30467_068 - 3 x mp3.wav
Sylvia,atricapilla,XC181606-LS_30258  x mp3(1).wav
Sylvia,atricapilla,XC488854-190602_0086Wav-01a-05 mp3.wav
Sylvia,atricapilla,XC389132-170429_0975 1800 Nanhofen_Blackcap call NNS.wav
Sylvia,atricapilla,XC491024-555500-2b-ö-04 mp3.wav
Sylvia,atricapilla,"XC240340-MÖNCHSGRASMÜCKE, Haupt- u. Subsong  20.4.2014  HhW (JH)  8_25   VOC_140420-0349 - Flötenmotiv, Imitat.   xeno.wav"
Sylvia,atricapilla,XC383615-52324-03_000-02k mp3.wav
Sylvia,atricapilla,XC349519-1307_058-03tut mp3.wav
Sylvia,atricapilla,XC469530-190429 Mönchsgrasmücke Gesang Subsong  FH 1446.wav
Sylvia,atricapilla,XC463922-2019_03_29_09_05_34.wav
Sylvia,atricapilla,XC142413-4104sü mp3.wav
Sylvia,atricapilla,XC172718-120927MgmWalheimerMotivFH1ed.wav
Sylvia,atricapilla,XC531845-h2oC003Wav-03a-05.wav
Sylvia,atricapilla,0127 - 732 mp3.wav
Sylvia,atricapilla,XC488410-20190720-215150-Mönchsgrasmücke.wav
Sylvia,atricapilla,XC185954-30315_411 - 3x mp3.wav
Sylvia,atricapilla,XC330205-1417_172-04hipan mp3(192 kBits).wav
Sylvia,atricapilla,XC385175-Mönchsgrasmücke 14. Mai.wav
Sylvia,atricapilla,892re(256kB) mp3.wav
Sylvia,atricapilla,XC520193-555567-e-Wav-07teck-duet.wav
Sylvia,atricapilla,XC181957-140613MgmLeiergesangFH2edit.wav
Sylvia,atricapilla,XC491912-Sylvia atricapilla_2019.07.08_06.23_01.wav
Sylvia,atricapilla,XC312621-Mönchsgrasmücke.wav
Sylvia,atricapilla,"XC471038-190429_0499 1606. Mönchsgrasmücke. D, BB, S Schönwalde. Stephan Risch.wav"
Sylvia,atricapilla,XC520189-555567-c-Wav-11teck-trippl-interes.wav
Sylvia,atricapilla,XC237288-mönch0645.wav
Sylvia,atricapilla,XC337061-GER Eurasian Blackcap 0721 160915 hpf spl NK.wav
Sylvia,atricapilla,XC403535-170522MönchsgrasmückeGesangFH 1458.wav
Sylvia,atricapilla,XC402399-170505MönchsgrasmückeGesangFH 1603.wav
Sylvia,atricapilla,XC328439-1411_287-04hipan.wav
Sylvia,atricapilla,WasMoenchZaunkNeuerHolzw16-4-11_6-37.wav
Sylvia,atricapilla,XC374145-mönchsgr0425.wav
Sylvia,atricapilla,XC265843-mönchs0530.wav
Sylvia,atricapilla,XC529949-REC002-Ü--04Wav- 7.wav.wav
Sylvia,atricapilla,XC256257-30819_062-03riµ mp3.wav
Sylvia,atricapilla,XC181596-4674 mp3_  466  -  1x mp3.wav
Sylvia,atricapilla,XC255219-30822_000-01riµ mp3(192kBits).wav
Sylvia,atricapilla,XC413835-180408MönchsgrasmückeAlarmrufGesangFH 1545.wav
Sylvia,atricapilla,XC399633-Mönchsgrasmücke.wav
Sylvia,atricapilla,XC370570-170513MönchsgrasmückeGesangAberrantIntroFH2a 1404.wav
Sylvia,atricapilla,XC555179-grasmü0727.wav
Sylvia,atricapilla,XC531019-REC003-Ü-02aWav-03.wav
Sylvia,atricapilla,XC536832-sankC002-Ü--01Wav--08.wav
Sylvia,atricapilla,XC520180-555567-a-Wav-13ZAUKÖ.mgm.wav
Sylvia,atricapilla,XC362602-mönchs0820.wav
Sylvia,atricapilla,XC522292-555570b-mp3 (10).wav
Sylvia,atricapilla,XC144249-30802YY_02-2Ü mp3.wav
Sylvia,atricapilla,XC353090-1404_119-03tut mp3(192kBits).wav
Sylvia,atricapilla,XC531407-REC003-Ü-02akurWav-9yy.wav
Sylvia,atricapilla,XC417826-180531_30MoenchXC.wav
Sylvia,atricapilla,XC189454-30377 - 2 x mp3.wav
Sylvia,atricapilla,XC185097-140630MgmGesang531FH1edit.wav
Sylvia,atricapilla,XC536077-REC001-Ü--04Wav--22.wav
Sylvia,atricapilla,XC415748-rc 75 Sylvia atricapilla 1 cut edited.wav
Sylvia,atricapilla,XC143256-Mg 2013 07 21 Raderach var1 B0150721.wav
Sylvia,atricapilla,XC494170-hawkPIRO55690Ü01Wav-SELEC02ö-01-12 mp3.wav
Sylvia,atricapilla,XC418026-Sylvia atricapilla.wav
Sylvia,atricapilla,XC179572-Mönch Leiergesang.wav
Sylvia,atricapilla,XC536081-REC001-Ü--04Wav--26.wav
Sylvia,atricapilla,XC375325-34147-01_132-03$ mp3.wav
Sylvia,atricapilla,XC181611-LS_30264  x mp3.wav
Sylvia,atricapilla,XC375329-34147-01_198-03€-µ mp3.wav
Sylvia,atricapilla,XC141602-4013sü mp3.wav
Sylvia,atricapilla,XC397220-170403MönchsgrasmückeGesangFH 1356.wav
Sylvia,atricapilla,XC491795-2019.07.07_06.24_01.wav
Sylvia,atricapilla,XC174885-mönch.wav
Sylvia,atricapilla,XC520194-555567-e-Wav-08teck.wav
Sylvia,atricapilla,XC536069-REC001-Ü--04Wav--18.wav
Sylvia,atricapilla,XC337011-part2of3--1423_057hiequen mp3_15(160 kBits).wav
Sylvia,atricapilla,XC301078-LS113735 Mönchsgrasmücke 2015 06 22 Fenken VariationXENO.wav
Sylvia,atricapilla,XC313208-mönch1515.wav
Sylvia,atricapilla,XC474455-190513_0143 1045 Neuenhof Blackcap male SNSL.wav
Sylvia,atricapilla,XC488856-602_0086Ü-02d-Wav-07 mp3.wav
Sylvia,atricapilla,XC142791-4203sü - XeCa.wav
Sylvia,atricapilla,XC327448-Voice 013 - trimmed.wav
Sylvia,atricapilla,XC282976-LS_30168x mp3(221kBits).wav
Sylvia,atricapilla,Moenchsgrasmuecke-Collinistrasse-02-06-2010-16Uhr.wav
Sylvia,atricapilla,MoenchLasserg29-5-11_6-33.wav
Sylvia,atricapilla,XC182134-Mönch 50to56.wav
Sylvia,atricapilla,XC255074-150704_01MoenchXC.wav
Sylvia,atricapilla,XC364960-Mönchsgrasmücke5.wav
Sylvia,atricapilla,XC522296-555570b-mp3 (19).wav
Sylvia,atricapilla,XC189224-140702_1052blackcap.wav
Sylvia,atricapilla,XC192957-30437 x mp3.wav
Sylvia,atricapilla,XC315813-Mönchsgrasmücke Saarn.wav
Sylvia,atricapilla,XC184365-140623MgmFH4edit.wav
Sylvia,atricapilla,XC329903-Mönchsgrasmücke aberrant1.wav
Sylvia,atricapilla,XC477473-XC-dde14052019DDss !!!. -05 !!µµ mp3.wav
Sylvia,atricapilla,XC140178-Mönchs.wav
Sylvia,atricapilla,"XC416526-180517_04_Eurasian Blackcap_Kuhkopf, S of Frankfurt, Germany_16 May 2018.wav"
Sylvia,atricapilla,XC376432-mönchsgr0410.wav
Sylvia,atricapilla,XC536076-REC001-Ü--04Wav--21.wav
Sylvia,atricapilla,XC536837-sankC002-Ü--01Wav--12StZ-02.wav
Sylvia,atricapilla,XC495929-parN555699Wav-01-01 mp3.wav
Sylvia,atricapilla,XC473884-xc-wa006280-Sylvia-atricapilla.wav
Sylvia,atricapilla,XC255807-30815_065-02riµ mp3.wav
Sylvia,atricapilla,XC537513-hegeC002-Ü-02.wav (3).wav
Sylvia,atricapilla,XC529962-REC002-Ü--04Wav- 18.wav.wav
Sylvia,atricapilla,XC369934-Mönchsgrasmücke-Rohmaterial-12-05-17.wav
Sylvia,atricapilla,XC172720-140405MgmWalheimerMotiv2Bed.wav
Sylvia,atricapilla,XC337172-GER Blackcap song 0800 160920 edit NK.wav
Sylvia,atricapilla,XC143257-Mg 2013 07 21 Raderach var2 B0150721.wav
Sylvia,atricapilla,XC133696-3613HVREhH mp3.wav
Sylvia,atricapilla,XC364713-Mönchsgrasmücke Nachtigallmotiv Seedole 2017 04 09_6738--xeno.wav
Sylvia,atricapilla,XC363401-mönchs0701.wav
Sylvia,atricapilla,XC375323-34147-01_132-01€ mp3.wav
Sylvia,atricapilla,XC142492-4150sü mp3.wav
Sylvia,atricapilla,XC327307-1359_191-01hipan mp3.wav
Sylvia,atricapilla,"XC240180-Mönchsgrasmücke I, spec. Leiermotives with 3 or 5 notes  27.04.2015  Lörrach, Finkenweg  06_28 - 06_41  Ausschn..wav"
Sylvia,atricapilla,XC175905-140422MgmWMFH6edit.wav
Sylvia,atricapilla,XC375059-Blackcap_20170608_064516_prepared.wav
Sylvia,atricapilla,XC379547-mönchsgr0455.wav
Sylvia,atricapilla,XC507568-strolSS07LSpart1_Wav31834-01 02.wav
Sylvia,atricapilla,XC536067-REC001-Ü--04Wav--16.wav
Sylvia,atricapilla,XC193379-30446 - 1 zt-6 x mp3.wav
Sylvia,atricapilla,XC330184-1414_287-03hipan mp3.wav
Sylvia,atricapilla,XC491815-2019.07.07_07.13_01.wav
Sylvia,atricapilla,XC187815-30342_44 - 2 x mp3.wav
Sylvia,atricapilla,XC528531-KU001-Üö-02-Wav-07.wav
Sylvia,atricapilla,XC328426-1409_000-03hipan mp3.wav
Sylvia,atricapilla,XC370572-170513MönchsgrasmückeGesangAberrantIntroFH2b 1404.wav
Sylvia,atricapilla,XC537512-hegeC002-Ü-02.wav (2).wav
Sylvia,atricapilla,XC430620-170612MönchsgrasmückeGesangFH 1450.wav
Sylvia,atricapilla,XC411006-180409MönchsgrasmückeAlarmGesangSubsongFH 1859.wav
Sylvia,atricapilla,XC330178-1414_172-04hipan mp3.wav
Sylvia,atricapilla,XC265567-30870_263ü mp3(192kBits).wav
Sylvia,atricapilla,XC184361-140623MgmFH2edit.wav
Sylvia,atricapilla,A Sylvia X.wav
Sylvia,atricapilla,XC382514-555283_300-08´ mp3.wav
Sylvia,atricapilla,ZilpzalpJuvRuesdMoor21-6-12_15-14xc.wav
Sylvia,atricapilla,XC495930-parN555699Wav-01-02 mp3.wav
Sylvia,atricapilla,XC363750-zwartkop song 2.wav
Sylvia,atricapilla,XC330182-1414_229-04hipan mp3.wav
Sylvia,atricapilla,XC429782-LS_30386 20180415 Oberrotweil extremer Mönch b.wav
Sylvia,atricapilla,XC424134-grünlaub.wav
Sylvia,atricapilla,XC237020-150419MönchsgrasmückeLeiiergesangNSG.wav
Sylvia,atricapilla,XC549732-2020-04-23_Mönchsgrasmücke.wav
Sylvia,atricapilla,XC481079-Sylvia atreicapilla_2019.05.23_11.29_01.wav
Sylvia,atricapilla,XC383614-52324-03_000-01k mp3.wav
Sylvia,atricapilla,XC181610-LS_30263  x mp3.wav
Sylvia,atricapilla,XC522295-555570b-mp3 (16).wav
Sylvia,atricapilla,XC325325-16-07-01-07-42-53.wav
Sylvia,atricapilla,XC337017-1424_054-04hiequen mp3(256 kBits).wav
Sylvia,atricapilla,XC506633-S_31812part2Wav02-12.wav
Sylvia,atricapilla,XC522291-555570b-mp3 (5).wav
Sylvia,atricapilla,XC333085-000114_0080hipan mp3.wav
Sylvia,atricapilla,XC254004-150613MGMWalheimerMotivFH3edit.wav
Sylvia,atricapilla,XC566472-inke36304mp3-all2ö (4).wav
Sylvia,atricapilla,XC181123-140602MgmGesangFH2edit.wav
Sylvia,atricapilla,XC327308-1359_191-02hipan mp3.wav
Sylvia,atricapilla,XC336999-1420_057-02hipan mp3(128 kBits).wav
Sylvia,atricapilla,XC536826-sankC002-Ü--01Wav--01.wav
Sylvia,atricapilla,XC569659-mönchsgr0358.wav
Sylvia,atricapilla,XC553189-mönch1402.wav
Sylvia,atricapilla,XC521407-555570a-mp3- (11).wav
Sylvia,atricapilla,XC376405-43236-02_064-05& mp3.wav
Sylvia,atricapilla,XC400991-170429FitisNahkontaktrufFH 1546.wav
Sylvia,atricapilla,XC473876-xc-wa006186-Sylvia-atricapilla.wav
Sylvia,atricapilla,XC241952-150511MönchsgrasmückeLeiergesangNPSt.wav
Sylvia,atricapilla,XC325998-1356_063-03hipan mp3(320 kBits-geän.).wav
Sylvia,atricapilla,XC555182-grasmü0730.wav
Sylvia,atricapilla,XC522293-555570b-mp3 (11).wav
Sylvia,atricapilla,XC255015-30824_263riµ mp3.wav
Sylvia,atricapilla,"XC416439-180516_11_Eurasian Blackcap_Langener Waldsee, near Frankfurt, Germany_15 May 2018.wav"
Sylvia,atricapilla,XC340304-1477_131-03hieqn mp3.wav
Sylvia,atricapilla,XC256928-30757-02ü mp3.wav
Sylvia,atricapilla,XC489047-602_0086Ü-Wav03-ö-01 mp3.wav
Sylvia,atricapilla,XC534626-REC001-Ü--01Wav--12.wav
Sylvia,atricapilla,XC179573-Mönchgrasmücke 899899.wav
Sylvia,atricapilla,XC468024-mönchs0654.wav
Sylvia,atricapilla,XC531853-h2oC003Wav-03f-09.wav
Sylvia,atricapilla,XC468253-mönchs0553.wav
Sylvia,atricapilla,XC330196-1415_274-01hipan mp3.wav
Sylvia,atricapilla,XC494811-BORIN22hawORIO1-2done555692ÜWav01-02-01-03 mp3.wav
Sylvia,atricapilla,XC344507-1371_000-02tut mp3(160 kBits).wav
Sylvia,atricapilla,XC544232-Hamm_11.04.2020_03h40.wav
Sylvia,atricapilla,XC421587-mönchsgr0426.wav
Sylvia,atricapilla,XC538804-hegeC002-Ü-04b.Wav (12StZ-02).wav
Sylvia,atricapilla,XC182637-140618MgmWalheimerMotivFH2edit.wav
Sylvia,atricapilla,A Sylviamerula.wav
Sylvia,atricapilla,XC252522-150607MönchsgrasmückeGesangFH3edit.wav
Sylvia,atricapilla,XC515549-sk-31702öµµ mp3.wav
Sylvia,atricapilla,XC190367-Blackcap_alarm_20140328_134942_prepared.wav
Sylvia,atricapilla,XC326698-Mönchsgrasmücke ruf.wav
Sylvia,atricapilla,XC550063-2020_04_21_08_42_03.wav
Sylvia,atricapilla,XC488857-602_0086Ü-02d-Wav-08 mp3.wav
Sylvia,atricapilla,XC572140-mönchs0418.wav
Sylvia,atricapilla,XC182024-LS_30278 x mp3.wav
Sylvia,atricapilla,XC559694-17April20Mönchxc.wav
Sylvia,atricapilla,XC476244-mönch0541.wav
Sylvia,atricapilla,XC481952-xc-wa006458-000005-Sylvia-atricapilla.wav
Sylvia,atricapilla,XC185940-30313_119 - 6x mp3-128kBits.wav
Sylvia,atricapilla,XC364705-Mönchsgrasmücke Spöttermotive Seedole 2017 04 09_6738--xeno.wav
Sylvia,atricapilla,XC556034-Mönchsgrasmücke 1 (1).wav
Sylvia,atricapilla,XC190334-140806MgmRufFH3edit.wav
Sylvia,atricapilla,"XC420207-Sylvia atricapilla. D, NW, LEV, Imbach. 2016-06-12. Stephan Risch.180612_0030.wav"
Sylvia,atricapilla,XC185944-30315_176 - 2x mp3-143kBits.wav
Sylvia,atricapilla,XC254006-150613MGMWalheimerMotivFH4edit.wav
Sylvia,atricapilla,XC252587-mönch0345.wav
Sylvia,atricapilla,XC363740-Mönchsgrasmücke4.wav
Sylvia,atricapilla,XC531420-REC003-Ü-02bkurWav-04.wav
Sylvia,atricapilla,XC179979-4667-03- 1yyyy  x mp3.wav
Sylvia,atricapilla,XC377781-2017-05-16-T091-MönchsgrasmückeSchwetzinger-Wiesen-Ende-5Uhr32.wav
Sylvia,atricapilla,A Sylvia III.wav
Sylvia,atricapilla,XC374416-recording-20170604-084124.wav
Sylvia,atricapilla,XC172536-MGMKontergesang270512FH1ed.wav
Sylvia,atricapilla,XC586241-xc-wa008469-000010.wav
Sylvia,atricapilla,XC174329-Mönch 7471.wav
Sylvia,atricapilla,XC488853-190602_0086Wav-01a-04XCmp3.wav
Sylvia,atricapilla,XC337278-1368_127-01hiequen mp3.wav
Sylvia,atricapilla,XC297620-Zwartkop zang schoon LS100625 Xeno canto.wav
Sylvia,atricapilla,XC413811-mönchsgr0654.wav
Sylvia,atricapilla,XC255014-30824_197-02riµ mp3.wav
Sylvia,atricapilla,XC182051-Mönch 2728.wav
Sylvia,atricapilla,XC182864-Mönch small.wav
Sylvia,atricapilla,XC172719-140405MgmWalheimerMotiv2Aed.wav
Sylvia,atricapilla,Blackcap II.wav
Sylvia,atricapilla,XC536075-REC001-Ü--04Wav--20.wav
Sylvia,atricapilla,Sylvia atricapilla July86-2.wav
Sylvia,atricapilla,XC382534-555283_420-06´ mp3.wav
Sylvia,atricapilla,XC196921-30472_119 - 6 x mp3.wav
Sylvia,atricapilla,XC494735-hawORIO555691üWav02-06yy mp3.wav
Sylvia,atricapilla,XC541075-higVOLtaSall31924Wav-ringdr24.wav
Sylvia,atricapilla,XC491851-2019.07.07_17.26_01.wav
Sylvia,atricapilla,MoenchGanzbekWg8-5-11_5-11xc.wav
Sylvia,atricapilla,XC255809-30815_131-01riµ mp3.wav
Sylvia,atricapilla,XC520179-555567-a-Wav-11teck.wav
Sylvia,atricapilla,XC419980-Sylvia atricapilla_song_2018_04_06_08_56_58.wav
Sylvia,atricapilla,XC185949-30315_235 - 10x mp3-128kBits.wav
Sylvia,atricapilla,XC419864-moenchsgrassmuecke_variant_schnitt.wav
Sylvia,atricapilla,XC506632-S_31812part2Wav02-11.wav
Sylvia,atricapilla,XC243635-Mönchsgrasmücke alarm call and song.wav
Sylvia,atricapilla,XC376600-043236-03_194-01€ mp3.wav
Sylvia,atricapilla,XC374698-170608_1032 Ammersee Trails_Blackcap+gwood.wav
Sylvia,atricapilla,XC434789-PFR03194_1-11_090417_BIO_ebcap-atricapilla-PLS_d_sn_lpz_vhs_REF-S.wav
Sylvia,atricapilla,XC522294-555570b-mp3 (12StZ-02).wav
Sylvia,atricapilla,XC237021-150419MönchsgrasmückeSubsongNSGLauff.wav
Sylvia,atricapilla,XC328440-1411_287-05hipan mp3.wav
Sylvia,atricapilla,XC534406-REC001-Ü--01Wav--01.wav
Sylvia,atricapilla,XC243637-Mönchsgrasmücke mit Nachtigall.wav
Sylvia,atricapilla,XC558693-2020-05-15_Mönchsgrasmücke.wav
Sylvia,atricapilla,XC344529-1373_064-02tut mp3(256 kBits).wav
Sylvia,atricapilla,XC335855-1366_000-01hieqn mp3.wav
Sylvia,atricapilla,XC488852-190602_0086Wav-01a-02 mp3.wav
Sylvia,atricapilla,XC254008-150613MGMWalheimerMotivFH7edit.wav
Sylvia,atricapilla,XC243636-Mönchsgrasmücke 1.wav
Sylvia,atricapilla,XC337009-part1of3--1423_057hiequen mp3_00(160 kBits).wav
Sylvia,atricapilla,XC349144-1302_319tut mp3.wav
Sylvia,atricapilla,XC384820-31573_359-01$ mp3.wav
Sylvia,atricapilla,XC350223-1308_191-03tut mp3.wav
Sylvia,atricapilla,"XC567704-200605_2383 1051 Mönch. Berlin, Spandauer Forst. Stephan Risch.wav"
Sylvia,atricapilla,XC241373-150427MönchsgrasmückeLeiergesangNPSt.wav
Sylvia,atricapilla,XC133078-30505_ 2_ 6HVREhH mp3.wav
Sylvia,atricapilla,XC335853-1365_127-03+04hieqn mp3(128 kBits).wav
Sylvia,atricapilla,XC375062-Blackcap_song_20170608_080756_prepared.wav
Sylvia,atricapilla,XC182056-Moench 300 clean.wav
Sylvia,atricapilla,XC491910-Sylvia atricapilla_2019.07.08_05.16_01.wav
Sylvia,atricapilla,XC382385-555280_239-12$ mp3.wav
Sylvia,atricapilla,XC337008-1423_000hiequen mp3(224 kBits).wav
Sylvia,atricapilla,XC421217-2018-05-13 10:15-Mönchsgrasmücke.wav
Sylvia,atricapilla,XC489049-602_0086Ü-Wav03-ö-04 mp3.wav
Sylvia,atricapilla,XC177982-140510MönchsgrasmückeGesangFH4edit.wav
Sylvia,atricapilla,XC386011-Mönchsgrasmücke 21. Mai.wav
Sylvia,atricapilla,XC255411-30820_263-04riµ mp3(192kBits).wav
Sylvia,atricapilla,XC183150-140621GartengrasmückeFH1edit.wav
Sylvia,atricapilla,XC529739-REC002-Ü--02-Wav--06.wav
Sylvia,atricapilla,XC406542-55283_000-nigh-08µµ mp3.wav
Sylvia,atricapilla,XC158889-DM550231topHEqNR mp3.wav
Sylvia,atricapilla,XC255811-30816_062-01riµ mp3(192kBi8ts).wav
Sylvia,atricapilla,XC415837-rc 75 Sylvia atricapilla  third and final cut.wav
Sylvia,atricapilla,A Mgm Rosengarten.wav
Sylvia,atricapilla,XC386509-mönch0715.wav
Sylvia,atricapilla,MoenchBerl61-23-4-11_5-58xc.wav
Sylvia,atricapilla,XC131598-3476HVREhHH mp3.wav
Sylvia,atricapilla,xc-wa002161-200904141044-SYLATR.wav
Sylvia,atricapilla,XC586242-xc-wa008472-000006.wav
Sylvia,atricapilla,XC375381-34147-02_000-04' mp3.wav
Sylvia,atricapilla,XC174217-140412MgmSubsongFH1edit.wav
Sylvia,atricapilla,XC182265-Mönch8083.wav
Sylvia,atricapilla,XC574823-mönchs0416.wav
Sylvia,atricapilla,XC325498-Mönchsgrasmücke Walsum.wav
Sylvia,atricapilla,XC330175-1414_057-01hipan mp3(128 kBits).wav
Sylvia,atricapilla,XC506899-S_31820part1mp301 (5).wav
Sylvia,atricapilla,XC488865-602_0086Ü-02c-Wav-01 mp3.wav
Sylvia,atricapilla,XC557028-Mönchsgrasmücke 3 (1).wav
Sylvia,atricapilla,XC363747-Zwartkop song.wav
Sylvia,atricapilla,XC131593-3454HVREhH mp3.wav
Sylvia,atricapilla,XC379304-52324-06_043-02$ mp3.wav
Sylvia,atricapilla,XC182339-140616MgmLeiergesangFH2editKURZ.wav
Sylvia,atricapilla,XC236969-LS112793 Mönchsgrasmücke Fenken 2014 04 22Xeno.wav
Sylvia,atricapilla,XC337013-1423_287hiequen mp3.wav
Sylvia,atricapilla,XC520442-555569-a-Wav-05teck.wav
Sylvia,atricapilla,XC488413-20190719-170122-Mönchsgrasmücke-zwei-zusammen.wav
Sylvia,atricapilla,XC413828-180420MönchsgrasmückeGesangLeiernFH 1347.wav
Sylvia,atricapilla,XC328428-1409_109-06hipan mp3.wav
Sylvia,atricapilla,XC531842-h2oC003Wav-03a-03.wav
Sylvia,atricapilla,"XC558960-200515_2176 1033 Mönchsgrasmücke. D, NW, GM, Buschhausen. Stephan Risch.wav"
Sylvia,atricapilla,XC185948-30315_235 - 5x mp3.wav
Sylvia,atricapilla,XC174060-140411MgmFH2edit.wav
Sylvia,atricapilla,XC141270-mönchs.wav
Sylvia,atricapilla,XC142075-Blackcap_08.07.2013_Dorndiel_Germany.wav
Sylvia,atricapilla,XC279529-30966_179i-02 mp3.wav
Sylvia,atricapilla,XC185851-140703MgmWMFH1aEdit.wav
Sylvia,atricapilla,XC384323-31570_119-01´ mp3.wav
Sylvia,atricapilla,"XC240182-Mönchsgrasmücke II, very special trompet-like Leier motives  27.04.2015  Lörrach, Finkenweg  06_28 - 06_41   VOC_150427-2482   Ausschn..wav"
Sylvia,atricapilla,XC185946-30315_235 - 1x mp3.wav
Sylvia,atricapilla,XC237138-150420MönchsgrasmückeGesangNPStrombe.wav
Sylvia,atricapilla,XC445378-170717 MönchsgrasmückeM Alarmruf FH 1519 Extrakt.wav
Sylvia,atricapilla,XC373543-recording-20170602-072316.wav
Sylvia,atricapilla,XC327314-1359_319-01hipan mp3(128 kBits).wav
Sylvia,atricapilla,XC376406-43236-02_129-06& mp3.wav
Sylvia,atricapilla,XC255215-30821_000-02riµ mp3.wav
Sylvia,atricapilla,XC365888-Mönchsgrasmücke Variation schön aStr 2017 04 23_6982--XENO.wav
